"UID","PUBLICATION_DATE","SITE_ID","DATE_COL","VISIT_NO","PSTL_CODE","LAT_DD83","LON_DD83","AG_ECO3","AG_ECO9","EPA_REG","STATE","CHEM_NOT_COLLECTED","WCHL_NOT_COLLECTED","LAB","MATRIX","SAM_CODE","CHEM_DATE_RECEIVED","CHEM_LAB_SAMPLE_ID","AMMONIA_N_BATCH_ID","AMMONIA_N_DATE_ANALYZED","AMMONIA_N_DILUTION_FACTOR","AMMONIA_N_HOLDING_TIME","AMMONIA_N_MDL","AMMONIA_N_NARS_FLAG","AMMONIA_N_QA_FLAG","AMMONIA_N_RESULT","AMMONIA_N_RL","AMMONIA_N_UNITS","ANC_BATCH_ID","ANC_DATE_ANALYZED","ANC_HOLDING_TIME","ANC_MDL","ANC_NARS_FLAG","ANC_QA_FLAG","ANC_RESULT","ANC_RL","ANC_UNITS","CALCIUM_BATCH_ID","CALCIUM_DATE_ANALYZED","CALCIUM_DILUTION_FACTOR","CALCIUM_HOLDING_TIME","CALCIUM_MDL","CALCIUM_NARS_FLAG","CALCIUM_QA_FLAG","CALCIUM_RESULT","CALCIUM_RL","CALCIUM_UNITS","CHLORIDE_BATCH_ID","CHLORIDE_DATE_ANALYZED","CHLORIDE_DILUTION_FACTOR","CHLORIDE_HOLDING_TIME","CHLORIDE_MDL","CHLORIDE_NARS_FLAG","CHLORIDE_QA_FLAG","CHLORIDE_RESULT","CHLORIDE_RL","CHLORIDE_UNITS","COLOR_BATCH_ID","COLOR_DATE_ANALYZED","COLOR_HOLDING_TIME","COLOR_MDL","COLOR_NARS_FLAG","COLOR_QA_FLAG","COLOR_RESULT","COLOR_RL","COLOR_UNITS","COND_BATCH_ID","COND_DATE_ANALYZED","COND_HOLDING_TIME","COND_MDL","COND_NARS_FLAG","COND_QA_FLAG","COND_RESULT","COND_RL","COND_UNITS","DOC_BATCH_ID","DOC_DATE_ANALYZED","DOC_DILUTION_FACTOR","DOC_HOLDING_TIME","DOC_MDL","DOC_NARS_FLAG","DOC_QA_FLAG","DOC_RESULT","DOC_RL","DOC_UNITS","MAGNESIUM_BATCH_ID","MAGNESIUM_DATE_ANALYZED","MAGNESIUM_DILUTION_FACTOR","MAGNESIUM_HOLDING_TIME","MAGNESIUM_MDL","MAGNESIUM_NARS_FLAG","MAGNESIUM_QA_FLAG","MAGNESIUM_RESULT","MAGNESIUM_RL","MAGNESIUM_UNITS","NITRATE_N_BATCH_ID","NITRATE_N_DATE_ANALYZED","NITRATE_N_DILUTION_FACTOR","NITRATE_N_HOLDING_TIME","NITRATE_N_MDL","NITRATE_N_NARS_FLAG","NITRATE_N_QA_FLAG","NITRATE_N_RESULT","NITRATE_N_RL","NITRATE_N_UNITS","NITRATE_NITRITE_N_BATCH_ID","NITRATE_NITRITE_N_DATE_ANALYZED","NITRATE_NITRITE_N_HOLDING_TIME","NITRATE_NITRITE_N_MDL","NITRATE_NITRITE_N_NARS_FLAG","NITRATE_NITRITE_N_QA_FLAG","NITRATE_NITRITE_N_RESULT","NITRATE_NITRITE_N_RL","NITRATE_NITRITE_N_UNITS","NITRITE_N_BATCH_ID","NITRITE_N_DATE_ANALYZED","NITRITE_N_DILUTION_FACTOR","NITRITE_N_HOLDING_TIME","NITRITE_N_MDL","NITRITE_N_NARS_FLAG","NITRITE_N_QA_FLAG","NITRITE_N_RESULT","NITRITE_N_RL","NITRITE_N_UNITS","NTL_BATCH_ID","NTL_DATE_ANALYZED","NTL_DISS_BATCH_ID","NTL_DISS_DATE_ANALYZED","NTL_DISS_HOLDING_TIME","NTL_DISS_MDL","NTL_DISS_NARS_FLAG","NTL_DISS_QA_FLAG","NTL_DISS_RESULT","NTL_DISS_UNITS","NTL_HOLDING_TIME","NTL_MDL","NTL_NARS_FLAG","NTL_QA_FLAG","NTL_RESULT","NTL_RL","NTL_UNITS","PH_BATCH_ID","PH_DATE_ANALYZED","PH_HOLDING_TIME","PH_NARS_FLAG","PH_QA_FLAG","PH_RESULT","PH_UNITS","POTASSIUM_BATCH_ID","POTASSIUM_DATE_ANALYZED","POTASSIUM_DILUTION_FACTOR","POTASSIUM_HOLDING_TIME","POTASSIUM_MDL","POTASSIUM_NARS_FLAG","POTASSIUM_QA_FLAG","POTASSIUM_RESULT","POTASSIUM_RL","POTASSIUM_UNITS","PTL_BATCH_ID","PTL_DATE_ANALYZED","PTL_DISS_BATCH_ID","PTL_DISS_DATE_ANALYZED","PTL_DISS_HOLDING_TIME","PTL_DISS_MDL","PTL_DISS_NARS_FLAG","PTL_DISS_QA_FLAG","PTL_DISS_RESULT","PTL_DISS_UNITS","PTL_HOLDING_TIME","PTL_MDL","PTL_NARS_FLAG","PTL_QA_FLAG","PTL_RESULT","PTL_RL","PTL_UNITS","SILICA_BATCH_ID","SILICA_DATE_ANALYZED","SILICA_HOLDING_TIME","SILICA_MDL","SILICA_NARS_FLAG","SILICA_QA_FLAG","SILICA_RESULT","SILICA_RL","SILICA_UNITS","SODIUM_BATCH_ID","SODIUM_DATE_ANALYZED","SODIUM_DILUTION_FACTOR","SODIUM_HOLDING_TIME","SODIUM_MDL","SODIUM_NARS_FLAG","SODIUM_QA_FLAG","SODIUM_RESULT","SODIUM_RL","SODIUM_UNITS","SULFATE_BATCH_ID","SULFATE_DATE_ANALYZED","SULFATE_DILUTION_FACTOR","SULFATE_HOLDING_TIME","SULFATE_MDL","SULFATE_NARS_FLAG","SULFATE_QA_FLAG","SULFATE_RESULT","SULFATE_RL","SULFATE_UNITS","TKN_BATCH_ID","TKN_DATE_ANALYZED","TKN_HOLDING_TIME","TKN_MDL","TKN_NARS_FLAG","TKN_QA_FLAG","TKN_RESULT","TKN_RL","TKN_UNITS","TSS_BATCH_ID","TSS_DATE_ANALYZED","TSS_HOLDING_TIME","TSS_MDL","TSS_NARS_FLAG","TSS_QA_FLAG","TSS_RESULT","TSS_RL","TSS_UNITS","TURB_BATCH_ID","TURB_DATE_ANALYZED","TURB_HOLDING_TIME","TURB_MDL","TURB_NARS_FLAG","TURB_QA_FLAG","TURB_RESULT","TURB_RL","TURB_UNITS","WCHL_DATE_RECEIVED","WCHL_LAB_SAMPLE_ID","CHLA_BATCH_ID","CHLA_DATE_ANALYZED","CHLA_HOLDING_TIME","CHLA_MDL","CHLA_NARS_FLAG","CHLA_RESULT","CHLA_RL","CHLA_UNITS","CHLA_VOLUME_FILTERED","PHEO_BATCH_ID","PHEO_DATE_ANALYZED","PHEO_HOLDING_TIME","PHEO_NARS_FLAG","PHEO_RESULT","PHEO_RL"
2012497,"4/28/2021","NRS18_WI_10036","7/17/2018",1,"WI",44.68915569,-91.36509269,"PLNLOW","UMW","Region_05","WI","","","WSLOH","WATER","REGULAR",1,0,"137149","8/7/2018",NA,21,0.015,"L","L",0.0379,0.048,"mg N/L","136171","7/26/2018",8,51,"L",">L",882,51,"uEQ/L","135900","7/24/2018",NA,6,0.1,"L",">L",22.7,0.3,"mg/L","136381","7/26/2018",NA,9,0.031,"L",">L",16.9,0.1,"mg/L","135771","7/19/2018",1,5,"L",">L",40,5,"APHA PT-CO","136171","7/26/2018",8,10,"L",">L",217,10,"uS/cm","136759","8/9/2018",NA,23,0.4,"L",">L",4.14,1.3,"mg/L","135900","7/24/2018",NA,6,0.1,"L",">L",7.19,0.3,"mg/L","137149","8/7/2018",NA,21,0.6,"L",">L",4.66,2,"mg N/L","137149","8/7/2018",21,0.072,"L",">L",4.68,0.24,"mg N/L","135886","7/19/2018",NA,1,0.05,"ND","ND","",0.15,"","138410","8/20/2018",NA,"",NA,NA,"","",NA,"",34,0.15,"L",">L",5.68,0.5,"mg N/L","136171","7/26/2018",8,"","",7.27,"Std. Units","135900","7/24/2018",NA,6,0.1,"L",">L",3.54,0.3,"mg/L","136310","7/26/2018",NA,"",NA,NA,"","",NA,"",8,5,"L",">L",659,16,"ug/L","135860","7/24/2018",6,0.1,"L",">L",13.3,0.32,"mg/L","135900","7/24/2018",NA,6,0.1,"L",">L",5.94,0.3,"mg/L","136381","7/26/2018",NA,9,0.16,"L",">L",14.3,0.5,"mg/L","","",NA,NA,"","","",NA,"","135836","7/20/2018",2,2.5,"L",">L","23.3",2.5,"mg/L","135773","7/19/2018",2,0.1,"L",">L",18.2,0.1,"NTU","7/18/2018","","136233","7/27/2018",10,NA,"","12.7",NA,"",200,"","",NA,"","",NA
2012498,"4/28/2021","NRS18_WI_10038","7/18/2018",1,"WI",44.7900719,-92.52999391,"PLNLOW","TPL","Region_05","WI","","","WSLOH","WATER","REGULAR",1,0,"137149","8/7/2018",NA,20,0.015,"ND","ND",NA,0.048,"","136171","7/26/2018",7,51,"L",">L",4900,51,"uEQ/L","135900","7/24/2018",NA,5,0.1,"L",">L",74.3,0.3,"mg/L","136381","7/26/2018",NA,8,0.031,"L",">L",7.48,0.1,"mg/L","135771","7/19/2018",0,5,"L",">L",15,5,"APHA PT-CO","136171","7/26/2018",7,10,"L",">L",555,10,"uS/cm","136758","8/9/2018",NA,22,0.4,"L",">L",1.84,1.3,"mg/L","135900","7/24/2018",NA,5,0.1,"L",">L",30.7,0.3,"mg/L","137149","8/7/2018",NA,20,0.6,"L",">L",2.57,2,"mg N/L","137149","8/7/2018",20,0.072,"L",">L",2.58,0.24,"mg N/L","135886","7/19/2018",NA,0,0.05,"ND","ND","",0.15,"","138410","8/20/2018",NA,"",NA,NA,"","",NA,"",33,0.075,"L",">L",2.98,0.25,"mg N/L","136171","7/26/2018",7,"","",8.1,"Std. Units","135900","7/24/2018",NA,5,0.1,"L",">L",1.53,0.3,"mg/L","136310","7/26/2018",NA,"",NA,NA,"","",NA,"",7,5,"L",">L",34,16,"ug/L","135860","7/24/2018",5,0.1,"L",">L",12.9,0.32,"mg/L","135900","7/24/2018",NA,5,0.1,"L",">L",3.97,0.3,"mg/L","136381","7/26/2018",NA,8,0.16,"L",">L",29.6,0.5,"mg/L","","",NA,NA,"","","",NA,"","135836","7/20/2018",1,2.5,"ND","ND","",2.5,"","135773","7/19/2018",1,0.1,"L",">L",3.39,0.1,"NTU","7/19/2018","","136233","7/27/2018",9,NA,"","2.67",NA,"",200,"","",NA,"","",NA
2012499,"4/28/2021","NRS18_WI_10019","7/19/2018",1,"WI",44.81843538,-91.87926357,"PLNLOW","UMW","Region_05","WI","","","WSLOH","WATER","REGULAR",1,0,"137150","8/7/2018",NA,19,0.015,"L","L",0.0262,0.048,"mg N/L","136429","7/27/2018",7,51,"L",">L",2480,51,"uEQ/L","136278","7/26/2018",NA,6,0.1,"L",">L",49.7,0.3,"mg/L","136381","7/26/2018",NA,7,0.031,"L",">L",23.3,0.1,"mg/L","135896","7/20/2018",0,5,"L",">L",15,5,"APHA PT-CO","136429","7/27/2018",7,10,"L",">L",421,10,"uS/cm","136758","8/9/2018",NA,21,0.4,"L",">L",2.07,1.3,"mg/L","136278","7/26/2018",NA,6,0.1,"L",">L",18.2,0.3,"mg/L","137150","8/7/2018",NA,19,1.5,"L",">L",9.77,5,"mg N/L","137150","8/7/2018",19,0.18,"L",">L",9.8,0.6,"mg N/L","135928","7/20/2018",NA,1,0.05,"ND","ND","",0.15,"","138410","8/20/2018",NA,"",NA,NA,"","",NA,"",32,0.375,"L",">L",10.1,1.25,"mg N/L","136429","7/27/2018",7,"","",8.03,"Std. Units","136278","7/26/2018",NA,6,0.1,"L",">L",3.8,0.3,"mg/L","136434","7/27/2018",NA,"",NA,NA,"","",NA,"",7,5,"L",">L",296,16,"ug/L","135860","7/24/2018",4,0.1,"L",">L",16.6,0.32,"mg/L","136278","7/26/2018",NA,6,0.1,"L",">L",6.03,0.3,"mg/L","136381","7/26/2018",NA,7,0.16,"L",">L",17.9,0.5,"mg/L","","",NA,NA,"","","",NA,"","136021","7/24/2018",4,2.5,"L",">L","29.8",2.5,"mg/L","135897","7/20/2018",1,0.1,"L",">L",15.8,0.1,"NTU","7/20/2018","","136233","7/27/2018",8,NA,"","1.8",NA,"",200,"","",NA,"","",NA
2012500,"4/28/2021","NRS18_NC_10014","7/19/2018",1,"NC",36.27389536,-81.87095586,"EHIGH","SAP","Region_04","NC","","","NCDEQ","WATER","REGULAR",1,0,"7242018","7/24/2018",NA,5,0.005,"L","L",0.01,0.02,"mg N/L","","",NA,NA,"","",NA,NA,"","BATW0724","7/27/2018",NA,8,0.04,"","",5.3,0.1,"mg/L","AS19_072418_20mM_SHA_2","7/24/2018",NA,5,0.03,"","",3.9,1,"mg/L","7202018","7/20/2018",1,NA,"","",14,5,"APHA PT-CO","7202018","7/20/2018",1,NA,"","",70.8,2,"uS/cm at 25 C","7232018","7/23/2018",NA,4,0.142,"L","J",1.6,2,"mg/L","BATW0724","7/27/2018",NA,8,0.04,"","",1.8,0.1,"mg/L","","",NA,NA,NA,"","",NA,NA,"","7242018","7/24/2018",5,0.003,"","",0.73,0.02,"mg N/L","7232018","7/23/2018",NA,4,0.001,"L","L","0.002",0.01,"mg N/L","8012018","8/1/2018",NA,"",NA,NA,"","",NA,"",13,0.05,"","",1,0.2,"mg N/L","7202018","7/20/2018",1,"","",7.63,"Std. Units","BATW0724","7/27/2018",NA,8,0.1,"","",1.6,0.1,"mg/L","7272018","7/27/2018",NA,"",NA,NA,"","",NA,"",8,7,"","",54,20,"ug/L","8072018","8/7/2018",19,0.16,"","",16.7,2,"mg/L","BATW0724","7/27/2018",NA,8,0.01,"","",4.8,0.1,"mg/L","AS19_072418_20mM_SHA_2","7/24/2018",NA,5,0.09,"","",2.7,2,"mg/L","","",NA,NA,"","","",NA,"","7252018","7/25/2018",6,NA,"","","18.8",6.2,"mg/L","7202018","7/20/2018",1,NA,"","",11,1,"NTU","7/20/2018","","7232018","7/23/2018",4,NA,"","1.8",1,"",NA,"","",NA,"","",NA
2012501,"4/28/2021","NRS18_OK_10023","7/23/2018",1,"OK",35.1481488,-94.70189843,"EHIGH","SAP","Region_06","OK","","","ODEQ","WATER","REGULAR",1,6,"7/31/2018","7/31/2018",NA,8,0.02,"ND","",NA,0.1,"","7/27/2018","7/27/2018",4,NA,"","",1540,20,"uEQ/L","7/27/2018","7/27/2018",NA,4,NA,"","",9.26,0.5,"mg/L","7/26/2018","7/26/2018",NA,3,0.147,"","",4.69,3,"mg/L","7/26/2018","7/26/2018",3,NA,"H","",32,2,"APHA PT-CO","7/27/2018","7/27/2018",4,NA,"","",262,2,"uS/cm","7/27/2018","7/27/2018",NA,4,0.028,"","",5.67,0.5,"mg/L","7/27/2018","7/27/2018",NA,4,0.021,"","",7.53,0.5,"mg/L","7/26/2018","7/26/2018",NA,3,0.016,"L","",0.067,0.2,"mg N/L","","",NA,NA,"","",NA,NA,"","7/26/2018","7/26/2018",NA,3,0.002,"L","","0.028",0.1,"mg N/L","8/17/2018","8/17/2018",NA,"",NA,NA,"","",NA,"",25,NA,"Q","",0.715,NA,"mg N/L","7/26/2018","7/26/2018",3,"H","",7.83,"Std. Units","7/27/2018","7/27/2018",NA,4,0.025,"","",3.51,0.5,"mg/L","8/1/2018","8/1/2018",NA,"",NA,NA,"","",NA,"",9,2,"","",79,10,"ug/L","7/27/2018","7/27/2018",4,0.013,"","",5.34,0.05,"mg/L","7/27/2018","7/27/2018",NA,4,0.025,"","",32.3,0.5,"mg/L","7/27/2018","7/27/2018",NA,4,0.04,"","",49.5,0.5,"mg/L","7/31/2018","7/31/2018",8,0.022,"","","0.62",0.1,"mg N/L","7/27/2018","7/27/2018",4,NA,"","","15",10,"mg/L","7/27/2018","7/27/2018",4,NA,"H","",15.2,0.2,"NTU","7/26/2019","OWRB-1271900-06","7/31/2018","7/31/2018",8,NA,"","3.42",0.5,"",NA,"7/31/2018","7/31/2018",8,"","5.55",0.5
2012502,"4/28/2021","NRS18_OK_10029","7/24/2018",1,"OK",33.91221633,-95.54936002,"PLNLOW","CPL","Region_06","OK","","","ODEQ","WATER","REGULAR",1,6,"7/31/2018","7/31/2018",NA,7,0.02,"ND","",NA,0.1,"","7/27/2018","7/27/2018",3,NA,"","",3320,20,"uEQ/L","7/27/2018","7/27/2018",NA,3,NA,"","",84.5,0.5,"mg/L","7/27/2018","7/27/2018",NA,3,0.147,"","",286,3,"mg/L","7/26/2018","7/26/2018",2,NA,"H","",10,2,"APHA PT-CO","7/27/2018","7/27/2018",3,NA,"","",1540,2,"uS/cm","7/27/2018","7/27/2018",NA,3,0.028,"","",1.87,0.5,"mg/L","7/27/2018","7/27/2018",NA,3,0.021,"","",28.1,0.5,"mg/L","7/27/2018","7/27/2018",NA,3,0.016,"L","",0.072,0.2,"mg N/L","","",NA,NA,"","",NA,NA,"","7/27/2018","7/27/2018",NA,3,0.002,"L","","0.002",0.1,"mg N/L","8/17/2018","8/17/2018",NA,"",NA,NA,"","",NA,"",24,NA,"Q","",0.744,NA,"mg N/L","7/26/2018","7/26/2018",2,"H","",8.29,"Std. Units","7/27/2018","7/27/2018",NA,3,0.025,"","",6,0.5,"mg/L","8/1/2018","8/1/2018",NA,"",NA,NA,"","",NA,"",8,2,"","",71,10,"ug/L","7/27/2018","7/27/2018",3,0.013,"","",6.14,0.05,"mg/L","7/27/2018","7/27/2018",NA,3,0.025,"","",185,0.5,"mg/L","7/27/2018","7/27/2018",NA,3,0.04,"","",205,0.5,"mg/L","7/31/2018","7/31/2018",7,0.022,"","","0.67",0.1,"mg N/L","7/27/2018","7/27/2018",3,NA,"","","26",10,"mg/L","7/27/2018","7/27/2018",3,NA,"H","",17.7,0.2,"NTU","7/26/2019","OWRB-1271901-06","7/31/2018","7/31/2018",7,NA,"","11.4",0.5,"",NA,"7/31/2018","7/31/2018",7,"","5.68",0.5
2012503,"4/28/2021","NRS18_OK_10018","8/28/2018",1,"OK",36.76012251,-96.2895561,"PLNLOW","SPL","Region_06","OK","","","ODEQ","WATER","REGULAR",1,6,"9/10/2018","9/10/2018",NA,13,0.02,"ND","",NA,0.1,"","8/31/2018","8/31/2018",3,NA,"","",1400,20,"uEQ/L","9/6/2018","9/6/2018",NA,9,NA,"","",19,0.5,"mg/L","8/30/2018","8/30/2018",NA,2,0.147,"","",11.6,3,"mg/L","8/30/2018","8/30/2018",2,NA,"H","",30,2,"APHA PT-CO","8/30/2018","8/30/2018",2,NA,"","",182,2,"uS/cm","9/13/2018","9/13/2018",NA,16,0.028,"","",6.47,0.5,"mg/L","9/6/2018","9/6/2018",NA,9,0.021,"","",4.44,0.5,"mg/L","8/30/2018","8/30/2018",NA,2,0.016,"L","",0.056,0.2,"mg N/L","","",NA,NA,"","",NA,NA,"","8/30/2018","8/30/2018",NA,2,0.002,"L","","0.002",0.1,"mg N/L","9/7/2018","9/7/2018",NA,"",NA,NA,"","",NA,"",10,NA,"Q","",0.758,NA,"mg N/L","8/30/2018","8/30/2018",2,"H","",7.31,"Std. Units","9/6/2018","9/6/2018",NA,9,0.025,"","",3.76,0.5,"mg/L","9/5/2018","9/5/2018",NA,"",NA,NA,"","",NA,"",8,2,"","",30,10,"ug/L","9/6/2018","9/6/2018",9,0.013,"","",4.69,0.05,"mg/L","9/6/2018","9/6/2018",NA,9,0.025,"","",7.03,0.5,"mg/L","8/30/2018","8/30/2018",NA,2,0.04,"","",3.55,0.5,"mg/L","9/6/2018","9/6/2018",9,0.022,"","","0.7",0.1,"mg N/L","8/31/2018","8/31/2018",3,NA,"","","8",5,"mg/L","9/5/2018","9/5/2018",8,NA,"H","",12.5,0.2,"NTU","8/30/2018","OWRB-1304729-05","8/31/2018","8/31/2018",3,NA,"Q","5.13",0.5,"",NA,"8/31/2018","8/31/2018",3,"Q","14",0.5
2012504,"4/28/2021","NRS18_OK_10022","9/4/2018",2,"OK",34.06699129,-94.90528581,"PLNLOW","CPL","Region_06","OK","","","ODEQ","WATER","REGULAR",1,6,"9/10/2018","9/10/2018",NA,6,0.02,"L","",0.032,0.1,"mg N/L","9/7/2018","9/7/2018",3,NA,"","",283,20,"uEQ/L","9/13/2018","9/13/2018",NA,9,NA,"","",2.67,0.5,"mg/L","9/7/2018","9/7/2018",NA,3,0.147,"L","",1.5,3,"mg/L","9/7/2018","9/7/2018",3,NA,"H","",25,2,"APHA PT-CO","9/7/2018","9/7/2018",3,NA,"","",41.4,2,"uS/cm","9/13/2018","9/13/2018",NA,9,0.028,"","",4.16,0.5,"mg/L","9/13/2018","9/13/2018",NA,9,0.021,"","",1.62,0.5,"mg/L","9/7/2018","9/7/2018",NA,3,0.016,"L","",0.073,0.2,"mg N/L","","",NA,NA,"","",NA,NA,"","9/7/2018","9/7/2018",NA,3,0.002,"L","","0.025",0.1,"mg N/L","9/13/2018","9/13/2018",NA,"",NA,NA,"","",NA,"",9,NA,"Q","",0.438,NA,"mg N/L","9/7/2018","9/7/2018",3,"H","",6.86,"Std. Units","9/13/2018","9/13/2018",NA,9,0.025,"","",1.24,0.5,"mg/L","9/14/2018","9/14/2018",NA,"",NA,NA,"","",NA,"",10,2,"","",27,10,"ug/L","9/13/2018","9/13/2018",9,0.013,"","",6.32,0.05,"mg/L","9/13/2018","9/13/2018",NA,9,0.025,"","",3.03,0.5,"mg/L","9/7/2018","9/7/2018",NA,3,0.04,"","",2.77,0.5,"mg/L","9/11/2018","9/11/2018",7,0.022,"","","0.34",0.1,"mg N/L","9/7/2018","9/7/2018",3,NA,"L","","<5.0",10,"mg/L","9/7/2018","9/7/2018",3,NA,"H","",2.8,0.2,"NTU","","","","",NA,NA,"","",NA,"",NA,"","",NA,"","",NA
2012505,"4/28/2021","NRS18_DE_10002","9/5/2018",1,"DE",39.70012709,-75.63338589,"PLNLOW","CPL","Region_03","DE","","","WRS","WATER","REGULAR",1,0,"180927.1","9/27/2018",NA,22,0.001,"","",0.081,0.004,"mg N/L","180907.1","9/7/2018",2,NA,"","",1197.24,NA,"uEQ/L","3819.1","2/7/2019",NA,155,0.012,"","",27.804,0.024,"mg/L","180908.1","9/8/2018",NA,3,0.003,"","",76.994,0.005,"mg/L","180907","9/7/2018",2,NA,"","",18,NA,"APHA PT-CO","180907.1","9/7/2018",2,NA,"","",444,2,"uS/cm at 25 C","180914.1","9/14/2018",NA,9,0.026,"","",3.28,0.2,"mg/L","3819.1","2/7/2019",NA,155,0.001,"","",10.408,0.002,"mg/L","180908.1","9/8/2018",NA,3,2e-04,"","",1.8909,0.0025,"mg N/L","","",NA,NA,"","",NA,NA,"","180908.1","9/8/2018",NA,3,1e-04,"","","0.0029",0.001,"mg N/L","180925.1","9/25/2018",180926.1,"9/26/2018",21,0.008,"","",2.306,"mg N/L",20,0.008,"","",2.319,0.02,"mg N/L","180907.1","9/7/2018",2,"","",7.93,"Std. Units","3819.1","2/7/2019",NA,155,0.027,"","",4.861,0.054,"mg/L","180925.1","9/25/2018",180926.1,"9/26/2018",21,0.5,"","",31.288,"ug/L",20,0.5,"","",83.188,4,"ug/L","180908.2","9/8/2018",3,0.003,"","",9.59,0.01,"mg/L","3819.1","2/7/2019",NA,155,0.003,"","",37.866,0.006,"mg/L","180908.1","9/8/2018",NA,3,0.001,"","",18.532,0.08,"mg/L","","",NA,NA,"","","",NA,"","180912.1","9/12/2018",7,NA,"","","7.8",2,"mg/L","180907.1","9/7/2018",2,NA,"","",12.65,1,"NTU","9/7/2018","","181001.1","10/1/2018",26,0.24,"","10.77",NA,"ug/L",250,"","",NA,"","",NA
2012506,"4/28/2021","NRS18_OK_10003","9/10/2018",1,"OK",35.96545316,-96.36807127,"PLNLOW","SPL","Region_06","OK","","","ODEQ","WATER","REGULAR",1,6,"9/21/2018","9/21/2018",NA,11,0.02,"ND","",NA,0.1,"","9/14/2018","9/14/2018",4,NA,"","",2680,20,"uEQ/L","9/19/2018","9/19/2018",NA,9,NA,"","",30.4,0.5,"mg/L","9/13/2018","9/13/2018",NA,3,0.147,"","",63.4,3,"mg/L","9/13/2018","9/13/2018",3,NA,"H","",30,2,"APHA PT-CO","9/14/2018","9/14/2018",4,NA,"","",473,2,"uS/cm","9/28/2018","9/28/2018",NA,18,0.028,"","",5.58,0.5,"mg/L","9/19/2018","9/19/2018",NA,9,0.021,"","",16.5,0.5,"mg/L","9/13/2018","9/13/2018",NA,3,0.016,"L","",0.057,0.2,"mg N/L","","",NA,NA,"","",NA,NA,"","9/13/2018","9/13/2018",NA,3,0.002,"L","","0.025",0.1,"mg N/L","9/20/2018","9/20/2018",NA,"",NA,NA,"","",NA,"",10,NA,"Q","",0.482,NA,"mg N/L","9/14/2018","9/14/2018",4,"H","",7.19,"Std. Units","9/19/2018","9/19/2018",NA,9,0.025,"","",3.67,0.5,"mg/L","9/26/2018","9/26/2018",NA,"",NA,NA,"","",NA,"",16,2,"","",25,10,"ug/L","9/19/2018","9/19/2018",9,0.013,"","",9.47,0.05,"mg/L","9/19/2018","9/19/2018",NA,9,0.025,"","",28.5,0.5,"mg/L","9/13/2018","9/13/2018",NA,3,0.04,"","",6.59,0.5,"mg/L","9/18/2018","9/18/2018",8,0.022,"","","0.4",0.1,"mg N/L","9/14/2018","9/14/2018",4,NA,"","","14",5,"mg/L","9/14/2018","9/14/2018",4,NA,"H","",0.3,0.2,"NTU","9/13/2018","OWRB-1309279-06","9/25/2018","9/25/2018",15,NA,"","1.69",0.5,"",NA,"9/25/2018","9/25/2018",15,"","0.67",0.5
2012507,"4/28/2021","NRS18_OK_10830","9/11/2018",1,"OK",34.45096028,-94.68104222,"EHIGH","SAP","Region_06","OK","","","ODEQ","WATER","REGULAR",1,6,"9/21/2018","9/21/2018",NA,10,0.02,"ND","",NA,0.1,"","9/14/2018","9/14/2018",3,NA,"","",242,20,"uEQ/L","9/19/2018","9/19/2018",NA,8,NA,"","",1.65,0.5,"mg/L","9/13/2018","9/13/2018",NA,2,0.147,"L","",1.5,3,"mg/L","9/13/2018","9/13/2018",2,NA,"H,L","",1,2,"APHA PT-CO","9/14/2018","9/14/2018",3,NA,"","",33.4,2,"uS/cm","9/28/2018","9/28/2018",NA,17,0.028,"","",1.72,0.5,"mg/L","9/19/2018","9/19/2018",NA,8,0.021,"","",1.24,0.5,"mg/L","9/13/2018","9/13/2018",NA,2,0.016,"L","",0.07,0.2,"mg N/L","","",NA,NA,"","",NA,NA,"","9/13/2018","9/13/2018",NA,2,0.002,"ND","","",0.1,"","9/20/2018","9/20/2018",NA,"",NA,NA,"","",NA,"",9,NA,"Q","",0.232,NA,"mg N/L","9/14/2018","9/14/2018",3,"H","",7.85,"Std. Units","9/19/2018","9/19/2018",NA,8,0.025,"","",0.97,0.5,"mg/L","9/26/2018","9/26/2018",NA,"",NA,NA,"","",NA,"",15,2,"","",15,10,"ug/L","9/19/2018","9/19/2018",8,0.013,"","",7.19,0.05,"mg/L","9/19/2018","9/19/2018",NA,8,0.025,"","",2.71,0.5,"mg/L","9/13/2018","9/13/2018",NA,2,0.04,"","",1.67,0.5,"mg/L","9/18/2018","9/18/2018",7,0.022,"","","0.16",0.1,"mg N/L","9/14/2018","9/14/2018",3,NA,"","","6",5,"mg/L","9/14/2018","9/14/2018",3,NA,"H","",0.5,0.2,"NTU","9/13/2018","OWRB-1309280-06","9/25/2018","9/25/2018",14,NA,"","1.11",0.5,"",NA,"9/25/2018","9/25/2018",14,"","0.83",0.5
